id,text,threat_category,legitimate,payment_request,urgency,payment_pressure,authority_impersonation,phishing,social_engineering,fraud
ml-ctx-0274,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-746",bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0191,"Dear Customer, ₹1200 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹116309. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0534,"Dear SBI UPI User, payment of ₹4500 to flipkart@axis successful. UPI Ref: 492819731113. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0185,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹50 to coordinator UPI customs.fine@okhdfc.,job_scam,0,1,0,1,1,0,1,1
ml-ctx-0417,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-344,bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0167,DISCOM ALERT: Final notice for meter disconnection. Pay processing charge ₹50 immediately to prevent legal FIR and fine. UPI: mule_781@axis,utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0678,"Dear SBI UPI User, payment of ₹850 to bescom@sbi successful. UPI Ref: 492819314263. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0285,"Your Uber ride OTP is 560954. Do not share this OTP with anyone, including the driver.",otp_service,1,0,0,0,0,0,0,0
ml-ctx-0155,"Dear customer, your parcel #928140348 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-767 and confirm with ₹10 test transfer.",courier_customs,0,1,0,0,1,1,1,1
ml-ctx-0119,"Customer Support: To resolve your pending UPI refund of ₹499, download our official QuickSupport tool https://tinyurl.com/quicksupport-v9.apk and share code. TeamViewer/AnyDesk.",apk_screen_share,0,1,0,0,1,1,1,1
ml-ctx-0041,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-478,bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0050,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹10 to coordinator UPI customs.fine@okhdfc.,job_scam,0,1,0,1,1,0,1,1
ml-ctx-0339,"Dear SBI UPI User, payment of ₹4500 to swiggy@icici successful. UPI Ref: 492819228575. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0069,Urgent: Bijli supply kat hoga aaj raat 10 baje. Bill baki hai. Turant payment kare link pe https://bit.ly/sbi-kyc-738 ya UPI customs.fine@okhdfc pe bhejo. Electricity dept.,utility_disconnection,0,1,1,1,1,1,1,1
ml-ctx-0612,"Congratulations! Your SIM number won ₹25,00,000 cash prize in KBC Lottery 2026. To claim lottery amount, deposit registration tax ₹1500 to manager UPI mule_781@axis now.",lottery_kbc,0,1,1,0,1,0,1,1
ml-ctx-0630,"Dear Customer, ₹18500 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹65667. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0603,"Dear SBI UPI User, payment of ₹18500 to amazon@apl successful. UPI Ref: 492819826646. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0095,"Electricity bill for Consumer No 192839 generated. Amount: ₹1200, Due Date: 15-Sep. Pay via official portal or BESCOM app.",utility_official,1,1,0,0,1,0,0,0
ml-ctx-0332,"Customer Support: To resolve your pending UPI refund of ₹100, download our official QuickSupport tool https://tinyurl.com/quicksupport-v6.apk and share code. TeamViewer/AnyDesk.",apk_screen_share,0,1,0,0,1,1,1,1
ml-ctx-0282,"Dear Customer, ₹18500 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹70546. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0234,"Your Uber ride OTP is 871542. Do not share this OTP with anyone, including the driver.",otp_service,1,0,0,0,0,0,0,0
ml-ctx-0118,"Hey, sent you ₹150 for yesterday's dinner. Please check your GPay. Let me know once received.",organic_p2p,1,1,0,0,0,0,0,0
ml-ctx-0543,DISCOM ALERT: Final notice for meter disconnection. Pay processing charge ₹100 immediately to prevent legal FIR and fine. UPI: customs.fine@okhdfc,utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0438,"Dear SBI UPI User, payment of ₹4500 to amazon@apl successful. UPI Ref: 492819684066. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0245,"Dear Customer, ₹1200 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹35119. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0399,"Congratulations! Your SIM number won ₹25,00,000 cash prize in KBC Lottery 2026. To claim lottery amount, deposit registration tax ₹499 to manager UPI abc123@upi now.",lottery_kbc,0,1,1,0,1,0,1,1
ml-ctx-0514,"Your Uber ride OTP is 725023. Do not share this OTP with anyone, including the driver.",otp_service,1,0,0,0,0,0,0,0
ml-ctx-0289,"Dear Customer, ₹850 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹142279. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0465,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-212,bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0557,Urgent: Bijli supply kat hoga aaj raat 10 baje. Bill baki hai. Turant payment kare link pe https://bit.ly/sbi-kyc-357 ya UPI refund.desk@paytm pe bhejo. Electricity dept.,utility_disconnection,0,1,1,1,1,1,1,1
ml-ctx-0441,"Hello sir, we noticed an accidental overcharge of ₹499 on your recent utility bill. Kindly authorize the refund voucher on https://bit.ly/sbi-kyc-790 to claim back to your account.",subtle_refund_scam,0,1,0,0,1,1,1,1
ml-ctx-0529,"Dear SBI UPI User, payment of ₹1200 to swiggy@icici successful. UPI Ref: 492819609236. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0103,"Dear SBI UPI User, payment of ₹850 to zomato@hdfcbank successful. UPI Ref: 492819766800. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0449,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹25000 on UPI disconnection.officer@sbi to avoid cut. Call officer at 9872051615.",utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0671,"Dear Customer, ₹150 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹129561. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0002,Zomato: Enjoy 50% off up to ₹100 on your next order! Use code FEAST. Order now on the app.,merchant_promo,1,1,1,0,0,0,0,0
ml-ctx-0302,DISCOM ALERT: Final notice for meter disconnection. Pay processing charge ₹10 immediately to prevent legal FIR and fine. UPI: customs.fine@okhdfc,utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0513,DISCOM ALERT: Final notice for meter disconnection. Pay processing charge ₹100 immediately to prevent legal FIR and fine. UPI: refund.desk@paytm,utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0581,"Dear Customer, ₹4500 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹46256. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0225,"Dear SBI UPI User, payment of ₹4500 to bescom@sbi successful. UPI Ref: 492819110154. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0424,"Dear Customer, ₹350 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹47499. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0311,"Dear Customer, ₹4500 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹126048. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0446,"Customer Support: To resolve your pending UPI refund of ₹25, download our official QuickSupport tool https://tinyurl.com/quicksupport-v5.apk and share code. TeamViewer/AnyDesk.",apk_screen_share,0,1,0,0,1,1,1,1
ml-ctx-0636,"Dear Customer, ₹150 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹90181. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0538,"Dear Customer, ₹150 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹25538. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0576,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹25000 on UPI mule_781@axis to avoid cut. Call officer at 9822562333.",utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0251,"Dear Customer, ₹850 debited from your A/c ending 8812 at Apollo Hospitals. Available Balance: ₹61119. - Axis Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0026,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹2500 on UPI customs.fine@okhdfc to avoid cut. Call officer at 9849678699.",utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0536,"Your Uber ride OTP is 698643. Do not share this OTP with anyone, including the driver.",otp_service,1,0,0,0,0,0,0,0
ml-ctx-0373,"Dear SBI UPI User, payment of ₹150 to bescom@sbi successful. UPI Ref: 492819386439. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0147,"Your Uber ride OTP is 533403. Do not share this OTP with anyone, including the driver.",otp_service,1,0,0,0,0,0,0,0
ml-ctx-0336,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹50 on UPI refund.desk@paytm to avoid cut. Call officer at 9843635293.",utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0497,"Dear customer, your parcel #928155263 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-217 and confirm with ₹10 test transfer.",courier_customs,0,1,0,0,1,1,1,1
ml-ctx-0020,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-568",bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0331,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-875",bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0122,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-704",bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0194,"Dear Customer, ₹350 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹113663. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0624,"Dear SBI UPI User, payment of ₹150 to bescom@sbi successful. UPI Ref: 492819382495. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0032,Recharge of ₹850 successful for Jio number ending 9821. Data: 2GB/day for 28 days.,telecom_recharge,1,1,0,0,0,0,0,0
ml-ctx-0544,"Dear SBI UPI User, payment of ₹1200 to flipkart@axis successful. UPI Ref: 492819990439. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0242,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹10 on UPI refund.desk@paytm to avoid cut. Call officer at 9896994181.",utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0017,"Customer Support: To resolve your pending UPI refund of ₹50, download our official QuickSupport tool https://tinyurl.com/quicksupport-v9.apk and share code. TeamViewer/AnyDesk.",apk_screen_share,0,1,0,0,1,1,1,1
ml-ctx-0072,"Electricity bill for Consumer No 192839 generated. Amount: ₹850, Due Date: 15-Sep. Pay via official portal or BESCOM app.",utility_official,1,1,0,0,1,0,0,0
ml-ctx-0314,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-344",bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0031,"Hello sir, we noticed an accidental overcharge of ₹25000 on your recent utility bill. Kindly authorize the refund voucher on https://bit.ly/sbi-kyc-647 to claim back to your account.",subtle_refund_scam,0,1,0,0,1,1,1,1
ml-ctx-0532,"Customer Support: To resolve your pending UPI refund of ₹1500, download our official QuickSupport tool https://tinyurl.com/quicksupport-v8.apk and share code. TeamViewer/AnyDesk.",apk_screen_share,0,1,0,0,1,1,1,1
ml-ctx-0382,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹499 to coordinator UPI customs.fine@okhdfc.,job_scam,0,1,0,1,1,0,1,1
ml-ctx-0024,DISCOM ALERT: Final notice for meter disconnection. Pay processing charge ₹25000 immediately to prevent legal FIR and fine. UPI: disconnection.officer@sbi,utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0207,"Dear customer, your parcel #928130503 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-615 and confirm with ₹10 test transfer.",courier_customs,0,1,0,0,1,1,1,1
ml-ctx-0114,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-673,bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0222,"Dear SBI UPI User, payment of ₹850 to swiggy@icici successful. UPI Ref: 492819423161. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0472,"Congratulations! Your SIM number won ₹25,00,000 cash prize in KBC Lottery 2026. To claim lottery amount, deposit registration tax ₹10 to manager UPI mule_781@axis now.",lottery_kbc,0,1,1,0,1,0,1,1
ml-ctx-0394,"Dear SBI UPI User, payment of ₹1200 to amazon@apl successful. UPI Ref: 492819121464. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0215,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹50 to coordinator UPI disconnection.officer@sbi.,job_scam,0,1,0,1,1,0,1,1
ml-ctx-0396,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-925",bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0009,"Electricity bill for Consumer No 192839 generated. Amount: ₹18500, Due Date: 15-Sep. Pay via official portal or BESCOM app.",utility_official,1,1,0,0,1,0,0,0
ml-ctx-0448,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-554,bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0400,"Dear Customer, ₹350 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹60767. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0124,"Customer Support: To resolve your pending UPI refund of ₹10, download our official QuickSupport tool https://tinyurl.com/quicksupport-v2.apk and share code. TeamViewer/AnyDesk.",apk_screen_share,0,1,0,0,1,1,1,1
ml-ctx-0144,"Dear customer, your parcel #928130167 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-564 and confirm with ₹10 test transfer.",courier_customs,0,1,0,0,1,1,1,1
ml-ctx-0162,"Your Uber ride OTP is 318271. Do not share this OTP with anyone, including the driver.",otp_service,1,0,0,0,0,0,0,0
ml-ctx-0416,"Dear SBI UPI User, payment of ₹850 to amazon@apl successful. UPI Ref: 492819905481. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0480,"Dear SBI User, your YONO Netbanking account is blocked today due to pending PAN Aadhaar KYC. Update immediately to prevent permanent deactivation: https://bit.ly/sbi-kyc-645",bank_kyc,0,1,1,1,1,1,1,1
ml-ctx-0110,"Dear SBI UPI User, payment of ₹1200 to flipkart@axis successful. UPI Ref: 492819458134. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0273,"Dear Customer, ₹150 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹97142. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0129,"Dear customer, your parcel #928121185 is held at distribution hub due to address verification. Please update address details at https://bit.ly/sbi-kyc-776 and confirm with ₹10 test transfer.",courier_customs,0,1,0,0,1,1,1,1
ml-ctx-0005,"Hey, sent you ₹850 for yesterday's dinner. Please check your GPay. Let me know once received.",organic_p2p,1,1,0,0,0,0,0,0
ml-ctx-0074,"Your Uber ride OTP is 449840. Do not share this OTP with anyone, including the driver.",otp_service,1,0,0,0,0,0,0,0
ml-ctx-0451,Greetings from HR. Your application for remote data consultant is approved. Please transfer refundable seat reservation fee ₹499 to coordinator UPI mule_781@axis.,job_scam,0,1,0,0,1,0,1,1
ml-ctx-0051,"Hello sir, we noticed an accidental overcharge of ₹25 on your recent utility bill. Kindly authorize the refund voucher on https://bit.ly/sbi-kyc-975 to claim back to your account.",subtle_refund_scam,0,1,0,0,1,1,1,1
ml-ctx-0628,"Dear SBI UPI User, payment of ₹850 to zomato@hdfcbank successful. UPI Ref: 492819477432. - SBI",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0669,"Dear Customer, Your electricity power will be disconnected tonight at 9.30 PM from electricity office because your previous month bill was not updated. Please immediately pay ₹10 on UPI mule_781@axis to avoid cut. Call officer at 9844386595.",utility_disconnection,0,1,1,1,1,0,1,1
ml-ctx-0246,"Dear Customer, ₹150 debited from your A/c ending 4921 on 28-Aug-2026 at Amazon Retail. Balance: ₹59145. - HDFC Bank",bank_alert,1,1,0,0,1,0,0,0
ml-ctx-0599,HDFC Bank Alert: Your debit card & UPI access suspended. Complete mandatory KYC verification within 24 hours to avoid penalty: https://bit.ly/sbi-kyc-808,bank_kyc,0,1,1,1,1,1,1,1
